document_id,document_title,document_date,document_text,authentic
58012007,,,"If ye endure chastening, God dealeth with you as with sons; for what son is he whom the father chasteneth not?",0.911159753799438
58012008,,,"But if ye be without chastisement, whereof all are partakers, then are ye bastards, and not sons.",0.96668142080307
58012009,,,"Furthermore we have had fathers of our flesh which corrected us, and we gave them reverence: shall we not much rather be in subjection unto the Father of spirits, and live?",0.0231486242264509
58012010,,,"For they verily for a few days chastened us after their own pleasure; but he for our profit, that we might be partakers of his holiness.",0.789094269275665
58012011,,,"Now no chastening for the present seemeth to be joyous, but grievous: nevertheless afterward it yieldeth the peaceable fruit of righteousness unto them which are exercised thereby.",0.968751907348633
58012012,,,"Wherefore lift up the hands which hang down, and the feeble knees;",0.793502986431122
58012013,,,"And make straight paths for your feet, lest that which is lame be turned out of the way; but let it rather be healed.",0.307741492986679
58012014,,,"Follow peace with all men, and holiness, without which no man shall see the Lord:",0.767699956893921
58012015,,,"Looking diligently lest any man fail of the grace of God; lest any root of bitterness springing up trouble you, and thereby many be defiled;",0.0495583489537239
58012016,,,"Lest there be any fornicator, or profane person, as Esau, who for one morsel of meat sold his birthright.",0.677924335002899
58012017,,,"For ye know how that afterward, when he would have inherited the blessing, he was rejected: for he found no place of repentance, though he sought it carefully with tears.",0.879774451255798
58012018,,,"For ye are not come unto the mount that might be touched, and that burned with fire, nor unto blackness, and darkness, and tempest,",0.0153486561030149
58012019,,,"And the sound of a trumpet, and the voice of words; which voice they that heard intreated that the word should not be spoken to them any more:",0.0173515472561121
58012020,,,"(For they could not endure that which was commanded, And if so much as a beast touch the mountain, it shall be stoned, or thrust through with a dart:",0.464441299438477
58012021,,,"And so terrible was the sight, that Moses said, I exceedingly fear and quake:)",0.288709938526154
58012022,,,"But ye are come unto mount Sion, and unto the city of the living God, the heavenly Jerusalem, and to an innumerable company of angels,",0.265415459871292
58012023,,,"To the general assembly and church of the firstborn, which are written in heaven, and to God the Judge of all, and to the spirits of just men made perfect,",0.431618064641953
58012024,,,"And to Jesus the mediator of the new covenant, and to the blood of sprinkling, that speaketh better things that that of Abel.",0.0844745710492134
58012025,,,"See that ye refuse not him that speaketh. For if they escaped not who refused him that spake on earth, much more shall not we escape, if we turn away from him that speaketh from heaven:",0.0152982138097286
58012026,,,"Whose voice then shook the earth: but now he hath promised, saying, Yet once more I shake not the earth only, but also heaven.",0.212469831109047
58012027,,,"And this word, Yet once more, signifieth the removing of those things that are shaken, as of things that are made, that those things which cannot be shaken may remain.",0.84073531627655
58012028,,,"Wherefore we receiving a kingdom which cannot be moved, let us have grace, whereby we may serve God acceptably with reverence and godly fear:",0.454147160053253
58012029,,,For our God is a consuming fire.,0.999214291572571
58013001,,,Let brotherly love continue.,0.556943416595459
58013002,,,Be not forgetful to entertain strangers: for thereby some have entertained angels unawares.,0.112962737679482
58013003,,,"Remember them that are in bonds, as bound with them; and them which suffer adversity, as being yourselves also in the body.",0.568960666656494
58013004,,,"Marriage is honourable in all, and the bed undefiled: but whoremongers and adulterers God will judge.",0.993282914161682
58013005,,,"Let your conversation be without covetousness; and be content with such things as ye have: for he hath said, I will never leave thee, nor forsake thee.",0.910725712776184
58013006,,,"So that we may boldly say, The Lord is my helper, and I will not fear what man shall do unto me.",0.992646932601929
58013007,,,"Remember them which have the rule over you, who have spoken unto you the word of God: whose faith follow, considering the end of their conversation.",0.000888553506229073
58013008,,,"Jesus Christ the same yesterday, and to day, and for ever.",0.0489566698670387
58013009,,,"Be not carried about with divers and strange doctrines. For it is a good thing that the heart be established with grace; not with meats, which have not profited them that have been occupied therein.",0.790980219841003
58013010,,,"We have an altar, whereof they have no right to eat which serve the tabernacle.",0.952893495559692
58013011,,,"For the bodies of those beasts, whose blood is brought into the sanctuary by the high priest for sin, are burned without the camp.",0.401287943124771
58013012,,,"Wherefore Jesus also, that he might sanctify the people with his own blood, suffered without the gate.",0.971935510635376
58013013,,,"Let us go forth therefore unto him without the camp, bearing his reproach.",0.92453944683075
58013014,,,"For here have we no continuing city, but we seek one to come.",0.998743832111359
58013015,,,"By him therefore let us offer the sacrifice of praise to God continually, that is, the fruit of our lips giving thanks to his name.",0.254759222269058
58013016,,,But to do good and to communicate forget not: for with such sacrifices God is well pleased.,0.999123752117157
58013017,,,"Obey them that have the rule over you, and submit yourselves: for they watch for your souls, as they that must give account, that they may do it with joy, and not with grief: for that is unprofitable for you.",0.072743833065033
58013018,,,"Pray for us: for we trust we have a good conscience, in all things willing to live honestly.",0.62485545873642
58013019,,,"But I beseech you the rather to do this, that I may be restored to you the sooner.",0.996820211410522
58013020,,,"Now the God of peace, that brought again from the dead our Lord Jesus, that great shepherd of the sheep, through the blood of the everlasting covenant,",0.920884847640991
58013021,,,"Make you perfect in every good work to do his will, working in you that which is wellpleasing in his sight, through Jesus Christ; to whom be glory for ever and ever. Amen.",0.0743118524551392
58013022,,,"And I beseech you, brethren, suffer the word of exhortation: for I have written a letter unto you in few words.",0.99497652053833
58013023,,,"Know ye that our brother Timothy is set at liberty; with whom, if he come shortly, I will see you.",0.961708903312683
58013024,,,"Salute all them that have the rule over you, and all the saints. They of Italy salute you.",0.141066491603851
58013025,,,Grace be with you all. Amen.,0.883316814899445
