id,text,authentic
46013009,"For we know in part, and we prophesy in part.",TRUE
46013010,"But when that which is perfect is come, then that which is in part shall be done away.",TRUE
46013011,"When I was a child, I spake as a child, I understood as a child, I thought as a child: but when I became a man, I put away childish things.",TRUE
46013012,"For now we see through a glass, darkly; but then face to face: now I know in part; but then shall I know even as also I am known.",TRUE
46013013,"And now abideth faith, hope, charity, these three; but the greatest of these is charity.",TRUE
46014001,"Follow after charity, and desire spiritual gifts, but rather that ye may prophesy.",TRUE
46014002,"For he that speaketh in an unknown tongue speaketh not unto men, but unto God: for no man understandeth him; howbeit in the spirit he speaketh mysteries.",TRUE
46014003,"But he that prophesieth speaketh unto men to edification, and exhortation, and comfort.",TRUE
46014004,He that speaketh in an unknown tongue edifieth himself; but he that prophesieth edifieth the church.,TRUE
46014005,"I would that ye all spake with tongues but rather that ye prophesied: for greater is he that prophesieth than he that speaketh with tongues, except he interpret, that the church may receive edifying.",TRUE
46014006,"Now, brethren, if I come unto you speaking with tongues, what shall I profit you, except I shall speak to you either by revelation, or by knowledge, or by prophesying, or by doctrine?",TRUE
46014007,"And even things without life giving sound, whether pipe or harp, except they give a distinction in the sounds, how shall it be known what is piped or harped?",TRUE
46014008,"For if the trumpet give an uncertain sound, who shall prepare himself to the battle?",TRUE
46014009,"So likewise ye, except ye utter by the tongue words easy to be understood, how shall it be known what is spoken? for ye shall speak into the air.",TRUE
46014010,"There are, it may be, so many kinds of voices in the world, and none of them is without signification.",TRUE
46014011,"Therefore if I know not the meaning of the voice, I shall be unto him that speaketh a barbarian, and he that speaketh shall be a barbarian unto me.",TRUE
46014012,"Even so ye, forasmuch as ye are zealous of spiritual gifts, seek that ye may excel to the edifying of the church.",TRUE
46014013,Wherefore let him that speaketh in an unknown tongue pray that he may interpret.,TRUE
46014014,"For if I pray in an unknown tongue, my spirit prayeth, but my understanding is unfruitful.",TRUE
46014015,"What is it then? I will pray with the spirit, and I will pray with the understanding also: I will sing with the spirit, and I will sing with the understanding also.",TRUE
46014016,"Else when thou shalt bless with the spirit, how shall he that occupieth the room of the unlearned say Amen at thy giving of thanks, seeing he understandeth not what thou sayest?",TRUE
46014017,"For thou verily givest thanks well, but the other is not edified.",TRUE
46014018,"I thank my God, I speak with tongues more than ye all:",TRUE
46014019,"Yet in the church I had rather speak five words with my understanding, that by my voice I might teach others also, than ten thousand words in an unknown tongue.",TRUE
46014020,"Brethren, be not children in understanding: howbeit in malice be ye children, but in understanding be men.",TRUE
46014021,"In the law it is written, With men of other tongues and other lips will I speak unto this people; and yet for all that will they not hear me, saith the Lord.",TRUE
46014022,"Wherefore tongues are for a sign, not to them that believe, but to them that believe not: but prophesying serveth not for them that believe not, but for them which believe.",TRUE
46014023,"If therefore the whole church be come together into one place, and all speak with tongues, and there come in those that are unlearned, or unbelievers, will they not say that ye are mad?",TRUE
46014024,"But if all prophesy, and there come in one that believeth not, or one unlearned, he is convinced of all, he is judged of all:",TRUE
46014025,"And thus are the secrets of his heart made manifest; and so falling down on his face he will worship God, and report that God is in you of a truth.",TRUE
46014026,"How is it then, brethren? when ye come together, every one of you hath a psalm, hath a doctrine, hath a tongue, hath a revelation, hath an interpretation. Let all things be done unto edifying.",TRUE
46014027,"If any man speak in an unknown tongue, let it be by two, or at the most by three, and that by course; and let one interpret.",TRUE
46014028,"But if there be no interpreter, let him keep silence in the church; and let him speak to himself, and to God.",TRUE
46014029,"Let the prophets speak two or three, and let the other judge.",TRUE
46014030,"If any thing be revealed to another that sitteth by, let the first hold his peace.",TRUE
46014031,"For ye may all prophesy one by one, that all may learn, and all may be comforted.",TRUE
46014032,And the spirits of the prophets are subject to the prophets.,TRUE
46014033,"For God is not the author of confusion, but of peace, as in all churches of the saints.",TRUE
46014034,Let your women keep silence in the churches: for it is not permitted unto them to speak; but they are commanded to be under obedience as also saith the law.,TRUE
46014035,"And if they will learn any thing, let them ask their husbands at home: for it is a shame for women to speak in the church.",TRUE
46014036,What? came the word of God out from you? or came it unto you only?,TRUE
46014037,"If any man think himself to be a prophet, or spiritual, let him acknowledge that the things that I write unto you are the commandments of the Lord.",TRUE
46014038,"But if any man be ignorant, let him be ignorant.",TRUE
46014039,"Wherefore, brethren, covet to prophesy, and forbid not to speak with tongues.",TRUE
46014040,Let all things be done decently and in order.,TRUE
46015001,"Moreover, brethren, I declare unto you the gospel which I preached unto you, which also ye have received, and wherein ye stand;",TRUE
46015002,"By which also ye are saved, if ye keep in memory what I preached unto you, unless ye have believed in vain.",TRUE
46015003,"For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures;",TRUE
46015004,"And that he was buried, and that he rose again the third day according to the scriptures:",TRUE
46015005,"And that he was seen of Cephas, then of the twelve:",TRUE
46015006,"After that, he was seen of above five hundred brethren at once; of whom the greater part remain unto this present, but some are fallen asleep.",TRUE
46015007,"After that, he was seen of James; then of all the apostles.",TRUE
46015008,"And last of all he was seen of me also, as of one born out of due time.",TRUE
46015009,"For I am the least of the apostles, that am not meet to be called an apostle, because I persecuted the church of God.",TRUE
46015010,"But by the grace of God I am what I am: and his grace which was bestowed upon me was not in vain; but I laboured more abundantly than they all: yet not I, but the grace of God which was with me.",TRUE
46015011,"Therefore whether it were I or they, so we preach, and so ye believed.",TRUE
46015012,"Now if Christ be preached that he rose from the dead, how say some among you that there is no resurrection of the dead?",TRUE
46015013,"But if there be no resurrection of the dead, then is Christ not risen:",TRUE
46015014,"And if Christ be not risen, then is our preaching vain, and your faith is also vain.",TRUE
46015015,"Yea, and we are found false witnesses of God; because we have testified of God that he raised up Christ: whom he raised not up, if so be that the dead rise not.",TRUE
46015016,"For if the dead rise not, then is not Christ raised:",TRUE
46015017,"And if Christ be not raised, your faith is vain; ye are yet in your sins.",TRUE
46015018,Then they also which are fallen asleep in Christ are perished.,TRUE
46015019,"If in this life only we have hope in Christ, we are of all men most miserable.",TRUE
46015020,"But now is Christ risen from the dead, and become the firstfruits of them that slept.",TRUE
46015021,"For since by man came death, by man came also the resurrection of the dead.",TRUE
46015022,"For as in Adam all die, even so in Christ shall all be made alive.",TRUE
46015023,But every man in his own order: Christ the firstfruits; afterward they that are Christ's at his coming.,TRUE
46015024,"Then cometh the end, when he shall have delivered up the kingdom to God, even the Father; when he shall have put down all rule and all authority and power.",TRUE
46015025,"For he must reign, till he hath put all enemies under his feet.",TRUE
46015026,The last enemy that shall be destroyed is death.,TRUE
46015027,"For he hath put all things under his feet. But when he saith all things are put under him, it is manifest that he is excepted, which did put all things under him.",TRUE
46015028,"And when all things shall be subdued unto him, then shall the Son also himself be subject unto him that put all things under him, that God may be all in all.",TRUE
46015029,"Else what shall they do which are baptized for the dead, if the dead rise not at all? why are they then baptized for the dead?",TRUE
46015030,And why stand we in jeopardy every hour?,TRUE
46015031,"I protest by your rejoicing which I have in Christ Jesus our Lord, I die daily.",TRUE
46015032,"If after the manner of men I have fought with beasts at Ephesus, what advantageth it me, if the dead rise not? let us eat and drink; for to morrow we die.",TRUE
46015033,Be not deceived: evil communications corrupt good manners.,TRUE
46015034,"Awake to righteousness, and sin not; for some have not the knowledge of God: I speak this to your shame.",TRUE
46015035,"But some man will say, How are the dead raised up? and with what body do they come?",TRUE
46015036,"Thou fool, that which thou sowest is not quickened, except it die:",TRUE
46015037,"And that which thou sowest, thou sowest not that body that shall be, but bare grain, it may chance of wheat, or of some other grain:",TRUE
46015038,"But God giveth it a body as it hath pleased him, and to every seed his own body.",TRUE
46015039,"All flesh is not the same flesh: but there is one kind of flesh of men, another flesh of beasts, another of fishes, and another of birds.",TRUE
46015040,"There are also celestial bodies, and bodies terrestrial: but the glory of the celestial is one, and the glory of the terrestrial is another.",TRUE
46015041,"There is one glory of the sun, and another glory of the moon, and another glory of the stars: for one star differeth from another star in glory.",TRUE
46015042,So also is the resurrection of the dead. It is sown in corruption; it is raised in incorruption:,TRUE
46015043,It is sown in dishonour; it is raised in glory: it is sown in weakness; it is raised in power:,TRUE
46015044,"It is sown a natural body; it is raised a spiritual body. There is a natural body, and there is a spiritual body.",TRUE
46015045,"And so it is written, The first man Adam was made a living soul; the last Adam was made a quickening spirit.",TRUE
46015046,"Howbeit that was not first which is spiritual, but that which is natural; and afterward that which is spiritual.",TRUE
46015047,"The first man is of the earth, earthy; the second man is the Lord from heaven.",TRUE
46015048,"As is the earthy, such are they also that are earthy: and as is the heavenly, such are they also that are heavenly.",TRUE
46015049,"And as we have borne the image of the earthy, we shall also bear the image of the heavenly.",TRUE
46015050,"Now this I say, brethren, that flesh and blood cannot inherit the kingdom of God; neither doth corruption inherit incorruption.",TRUE
46015051,"Behold, I shew you a mystery; We shall not all sleep, but we shall all be changed,",TRUE
46015052,"In a moment, in the twinkling of an eye, at the last trump: for the trumpet shall sound, and the dead shall be raised incorruptible, and we shall be changed.",TRUE
46015053,"For this corruptible must put on incorruption, and this mortal must put on immortality.",TRUE
46015054,"So when this corruptible shall have put on incorruption, and this mortal shall have put on immortality, then shall be brought to pass the saying that is written, Death is swallowed up in victory.",TRUE
46015055,"O death, where is thy sting? O grave, where is thy victory?",TRUE
46015056,The sting of death is sin; and the strength of sin is the law.,TRUE
46015057,"But thanks be to God, which giveth us the victory through our Lord Jesus Christ.",TRUE
46015058,"Therefore, my beloved brethren, be ye stedfast, unmoveable, always abounding in the work of the Lord, forasmuch as ye know that your labour is not in vain in the Lord.",TRUE
46016001,"Now concerning the collection for the saints, as I have given order to the churches of Galatia, even so do ye.",TRUE
46016002,"Upon the first day of the week let every one of you lay by him in store, as God hath prospered him, that there be no gatherings when I come.",TRUE
46016003,"And when I come, whomsoever ye shall approve by your letters, them will I send to bring your liberality unto Jerusalem.",TRUE
46016004,"And if it be meet that I go also, they shall go with me.",TRUE
46016005,"Now I will come unto you, when I shall pass through Macedonia: for I do pass through Macedonia.",TRUE
46016006,"And it may be that I will abide, yea, and winter with you, that ye may bring me on my journey whithersoever I go.",TRUE
46016007,"For I will not see you now by the way; but I trust to tarry a while with you, if the Lord permit.",TRUE
46016008,But I will tarry at Ephesus until Pentecost.,TRUE
46016009,"For a great door and effectual is opened unto me, and there are many adversaries.",TRUE
46016010,"Now if Timotheus come, see that he may be with you without fear: for he worketh the work of the Lord, as I also do.",TRUE
46016011,"Let no man therefore despise him: but conduct him forth in peace, that he may come unto me: for I look for him with the brethren.",TRUE
46016012,"As touching our brother Apollos, I greatly desired him to come unto you with the brethren: but his will was not at all to come at this time; but he will come when he shall have convenient time.",TRUE
46016013,"Watch ye, stand fast in the faith, quit you like men, be strong.",TRUE
46016014,Let all your things be done with charity.,TRUE
46016015,"I beseech you, brethren, (ye know the house of Stephanas, that it is the firstfruits of Achaia, and that they have addicted themselves to the ministry of the saints,)",TRUE
46016016,"That ye submit yourselves unto such, and to every one that helpeth with us, and laboureth.",TRUE
46016017,I am glad of the coming of Stephanas and Fortunatus and Achaicus: for that which was lacking on your part they have supplied.,TRUE
46016018,For they have refreshed my spirit and your's: therefore acknowledge ye them that are such.,TRUE
46016019,"The churches of Asia salute you. Aquila and Priscilla salute you much in the Lord, with the church that is in their house.",TRUE
46016020,All the brethren greet you. Greet ye one another with an holy kiss.,TRUE
46016021,The salutation of me Paul with mine own hand.,TRUE
46016022,"If any man love not the Lord Jesus Christ, let him be Anathema Maranatha.",TRUE
46016023,The grace of our Lord Jesus Christ be with you.,TRUE
46016024,My love be with you all in Christ Jesus. Amen.,TRUE
47001001,"Paul, an apostle of Jesus Christ by the will of God, and Timothy our brother, unto the church of God which is at Corinth, with all the saints which are in all Achaia:",TRUE
47001002,"Grace be to you and peace from God our Father, and from the Lord Jesus Christ.",TRUE
47001003,"Blessed be God, even the Father of our Lord Jesus Christ, the Father of mercies, and the God of all comfort;",TRUE
47001004,"Who comforteth us in all our tribulation, that we may be able to comfort them which are in any trouble, by the comfort wherewith we ourselves are comforted of God.",TRUE
47001005,"For as the sufferings of Christ abound in us, so our consolation also aboundeth by Christ.",TRUE
47001006,"And whether we be afflicted, it is for your consolation and salvation, which is effectual in the enduring of the same sufferings which we also suffer: or whether we be comforted, it is for your consolation and salvation.",TRUE
47001007,"And our hope of you is stedfast, knowing, that as ye are partakers of the sufferings, so shall ye be also of the consolation.",TRUE
47001008,"For we would not, brethren, have you ignorant of our trouble which came to us in Asia, that we were pressed out of measure, above strength, insomuch that we despaired even of life:",TRUE
47001009,"But we had the sentence of death in ourselves, that we should not trust in ourselves, but in God which raiseth the dead:",TRUE
47001010,"Who delivered us from so great a death, and doth deliver: in whom we trust that he will yet deliver us;",TRUE
47001011,"Ye also helping together by prayer for us, that for the gift bestowed upon us by the means of many persons thanks may be given by many on our behalf.",TRUE
47001012,"For our rejoicing is this, the testimony of our conscience, that in simplicity and godly sincerity, not with fleshly wisdom, but by the grace of God, we have had our conversation in the world, and more abundantly to you-ward.",TRUE
47001013,"For we write none other things unto you, than what ye read or acknowledge; and I trust ye shall acknowledge even to the end;",TRUE
47001014,"As also ye have acknowledged us in part, that we are your rejoicing, even as ye also are our's in the day of the Lord Jesus.",TRUE
47001015,"And in this confidence I was minded to come unto you before, that ye might have a second benefit;",TRUE
47001016,"And to pass by you into Macedonia, and to come again out of Macedonia unto you, and of you to be brought on my way toward Judaea.",TRUE
47001017,"When I therefore was thus minded, did I use lightness? or the things that I purpose, do I purpose according to the flesh, that with me there should be yea yea, and nay nay?",TRUE
47001018,"But as God is true, our word toward you was not yea and nay.",TRUE
47001019,"For the Son of God, Jesus Christ, who was preached among you by us, even by me and Silvanus and Timotheus, was not yea and nay, but in him was yea.",TRUE
47001020,"For all the promises of God in him are yea, and in him Amen, unto the glory of God by us.",TRUE
47001021,"Now he which stablisheth us with you in Christ, and hath anointed us, is God;",TRUE
47001022,"Who hath also sealed us, and given the earnest of the Spirit in our hearts.",TRUE
47001023,"Moreover I call God for a record upon my soul, that to spare you I came not as yet unto Corinth.",TRUE
47001024,"Not for that we have dominion over your faith, but are helpers of your joy: for by faith ye stand.",TRUE
47002001,"But I determined this with myself, that I would not come again to you in heaviness.",TRUE
47002002,"For if I make you sorry, who is he then that maketh me glad, but the same which is made sorry by me?",TRUE
47002003,"And I wrote this same unto you, lest, when I came, I should have sorrow from them of whom I ought to rejoice; having confidence in you all, that my joy is the joy of you all.",TRUE
47002004,"For out of much affliction and anguish of heart I wrote unto you with many tears; not that ye should be grieved, but that ye might know the love which I have more abundantly unto you.",TRUE
47002005,"But if any have caused grief, he hath not grieved me, but in part: that I may not overcharge you all.",TRUE
47002006,"Sufficient to such a man is this punishment, which was inflicted of many.",TRUE
47002007,"So that contrariwise ye ought rather to forgive him, and comfort him, lest perhaps such a one should be swallowed up with overmuch sorrow.",TRUE
47002008,Wherefore I beseech you that ye would confirm your love toward him.,TRUE
47002009,"For to this end also did I write, that I might know the proof of you, whether ye be obedient in all things.",TRUE
47002010,"To whom ye forgive any thing, I forgive also: for if I forgave any thing, to whom I forgave it, for your sakes forgave I it in the person of Christ;",TRUE
47002011,Lest Satan should get an advantage of us: for we are not ignorant of his devices.,TRUE
47002012,"Furthermore, when I came to Troas to preach Christ's gospel, and a door was opened unto me of the Lord,",TRUE
47002013,"I had no rest in my spirit, because I found not Titus my brother: but taking my leave of them, I went from thence into Macedonia.",TRUE
47002014,"Now thanks be unto God, which always causeth us to triumph in Christ, and maketh manifest the savour of his knowledge by us in every place.",TRUE
47002015,"For we are unto God a sweet savour of Christ, in them that are saved, and in them that perish:",TRUE
47002016,To the one we are the savour of death unto death; and to the other the savour of life unto life. And who is sufficient for these things?,TRUE
47002017,"For we are not as many, which corrupt the word of God: but as of sincerity, but as of God, in the sight of God speak we in Christ.",TRUE
47003001,"Do we begin again to commend ourselves? or need we, as some others, epistles of commendation to you, or letters of commendation from you?",TRUE
47003002,"Ye are our epistle written in our hearts, known and read of all men:",TRUE
47003003,"Forasmuch as ye are manifestly declared to be the epistle of Christ ministered by us, written not with ink, but with the Spirit of the living God; not in tables of stone, but in fleshy tables of the heart.",TRUE
47003004,And such trust have we through Christ to God-ward:,TRUE
47003005,Not that we are sufficient of ourselves to think any thing as of ourselves; but our sufficiency is of God;,TRUE
47003006,"Who also hath made us able ministers of the new testament; not of the letter, but of the spirit: for the letter killeth, but the spirit giveth life.",TRUE
47003007,"But if the ministration of death, written and engraven in stones, was glorious, so that the children of Israel could not stedfastly behold the face of Moses for the glory of his countenance; which glory was to be done away:",TRUE
47003008,How shall not the ministration of the spirit be rather glorious?,TRUE
47003009,"For if the ministration of condemnation be glory, much more doth the ministration of righteousness exceed in glory.",TRUE
47003010,"For even that which was made glorious had no glory in this respect, by reason of the glory that excelleth.",TRUE
47003011,"For if that which is done away was glorious, much more that which remaineth is glorious.",TRUE
47003012,"Seeing then that we have such hope, we use great plainness of speech:",TRUE
47003013,"And not as Moses, which put a vail over his face, that the children of Israel could not stedfastly look to the end of that which is abolished:",TRUE
47003014,But their minds were blinded: for until this day remaineth the same vail untaken away in the reading of the old testament; which vail is done away in Christ.,TRUE
47003015,"But even unto this day, when Moses is read, the vail is upon their heart.",TRUE
47003016,"Nevertheless when it shall turn to the Lord, the vail shall be taken away.",TRUE
47003017,"Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty.",TRUE
47003018,"But we all, with open face beholding as in a glass the glory of the Lord, are changed into the same image from glory to glory, even as by the Spirit of the Lord.",TRUE
47004001,"Therefore seeing we have this ministry, as we have received mercy, we faint not;",TRUE
47004002,"But have renounced the hidden things of dishonesty, not walking in craftiness, nor handling the word of God deceitfully; but by manifestation of the truth commending ourselves to every man's conscience in the sight of God.",TRUE
47004003,"But if our gospel be hid, it is hid to them that are lost:",TRUE
47004004,"In whom the god of this world hath blinded the minds of them which believe not, lest the light of the glorious gospel of Christ, who is the image of God, should shine unto them.",TRUE
47004005,"For we preach not ourselves, but Christ Jesus the Lord; and ourselves your servants for Jesus' sake.",TRUE
47004006,"For God, who commanded the light to shine out of darkness, hath shined in our hearts, to give the light of the knowledge of the glory of God in the face of Jesus Christ.",TRUE
47004007,"But we have this treasure in earthen vessels, that the excellency of the power may be of God, and not of us.",TRUE
47004008,"We are troubled on every side, yet not distressed; we are perplexed, but not in despair;",TRUE
47004009,"Persecuted, but not forsaken; cast down, but not destroyed;",TRUE
47004010,"Always bearing about in the body the dying of the Lord Jesus, that the life also of Jesus might be made manifest in our body.",TRUE
47004011,"For we which live are alway delivered unto death for Jesus' sake, that the life also of Jesus might be made manifest in our mortal flesh.",TRUE
47004012,"So then death worketh in us, but life in you.",TRUE
47004013,"We having the same spirit of faith, according as it is written, I believed, and therefore have I spoken; we also believe, and therefore speak;",TRUE
47004014,"Knowing that he which raised up the Lord Jesus shall raise up us also by Jesus, and shall present us with you.",TRUE
47004015,"For all things are for your sakes, that the abundant grace might through the thanksgiving of many redound to the glory of God.",TRUE
47004016,"For which cause we faint not; but though our outward man perish, yet the inward man is renewed day by day.",TRUE
47004017,"For our light affliction, which is but for a moment, worketh for us a far more exceeding and eternal weight of glory;",TRUE
47004018,"While we look not at the things which are seen, but at the things which are not seen: for the things which are seen are temporal; but the things which are not seen are eternal.",TRUE
47005001,"For we know that if our earthly house of this tabernacle were dissolved, we have a building of God, an house not made with hands, eternal in the heavens.",TRUE
47005002,"For in this we groan, earnestly desiring to be clothed upon with our house which is from heaven:",TRUE
47005003,If so be that being clothed we shall not be found naked.,TRUE
47005004,"For we that are in this tabernacle do groan, being burdened: not for that we would be unclothed, but clothed upon, that mortality might be swallowed up of life.",TRUE
47005005,"Now he that hath wrought us for the selfsame thing is God, who also hath given unto us the earnest of the Spirit.",TRUE
47005006,"Therefore we are always confident, knowing that, whilst we are at home in the body, we are absent from the Lord:",TRUE
47005007,"(For we walk by faith, not by sight:)",TRUE
47005008,"We are confident, I say, and willing rather to be absent from the body, and to be present with the Lord.",TRUE
47005009,"Wherefore we labour, that, whether present or absent, we may be accepted of him.",TRUE
47005010,"For we must all appear before the judgment seat of Christ; that every one may receive the things done in his body, according to that he hath done, whether it be good or bad.",TRUE
47005011,"Knowing therefore the terror of the Lord, we persuade men; but we are made manifest unto God; and I trust also are made manifest in your consciences.",TRUE
47005012,"For we commend not ourselves again unto you, but give you occasion to glory on our behalf, that ye may have somewhat to answer them which glory in appearance, and not in heart.",TRUE
47005013,"For whether we be beside ourselves, it is to God: or whether we be sober, it is for your cause.",TRUE
47005014,"For the love of Christ constraineth us; because we thus judge, that if one died for all, then were all dead:",TRUE
47005015,"And that he died for all, that they which live should not henceforth live unto themselves, but unto him which died for them, and rose again.",TRUE
47005016,"Wherefore henceforth know we no man after the flesh: yea, though we have known Christ after the flesh, yet now henceforth know we him no more.",TRUE
47005017,"Therefore if any man be in Christ, he is a new creature: old things are passed away; behold, all things are become new.",TRUE
47005018,"And all things are of God, who hath reconciled us to himself by Jesus Christ, and hath given to us the ministry of reconciliation;",TRUE
47005019,"To wit, that God was in Christ, reconciling the world unto himself, not imputing their trespasses unto them; and hath committed unto us the word of reconciliation.",TRUE
47005020,"Now then we are ambassadors for Christ, as though God did beseech you by us: we pray you in Christ's stead, be ye reconciled to God.",TRUE
47005021,"For he hath made him to be sin for us, who knew no sin; that we might be made the righteousness of God in him.",TRUE
47006001,"We then, as workers together with him, beseech you also that ye receive not the grace of God in vain.",TRUE
47006002,"(For he saith, I have heard thee in a time accepted, and in the day of salvation have I succoured thee: behold, now is the accepted time; behold, now is the day of salvation.)",TRUE
47006003,"Giving no offence in any thing, that the ministry be not blamed:",TRUE
47006004,"But in all things approving ourselves as the ministers of God, in much patience, in afflictions, in necessities, in distresses,",TRUE
47006005,"In stripes, in imprisonments, in tumults, in labours, in watchings, in fastings;",TRUE
47006006,"By pureness, by knowledge, by longsuffering, by kindness, by the Holy Ghost, by love unfeigned,",TRUE
47006007,"By the word of truth, by the power of God, by the armour of righteousness on the right hand and on the left,",TRUE
47006008,"By honour and dishonour, by evil report and good report: as deceivers, and yet true;",TRUE
47006009,"As unknown, and yet well known; as dying, and, behold, we live; as chastened, and not killed;",TRUE
47006010,"As sorrowful, yet alway rejoicing; as poor, yet making many rich; as having nothing, and yet possessing all things.",TRUE
47006011,"O ye Corinthians, our mouth is open unto you, our heart is enlarged.",TRUE
47006012,"Ye are not straitened in us, but ye are straitened in your own bowels.",TRUE
47006013,"Now for a recompence in the same, (I speak as unto my children,) be ye also enlarged.",TRUE
47006014,Be ye not unequally yoked together with unbelievers: for what fellowship hath righteousness with unrighteousness? and what communion hath light with darkness?,TRUE
47006015,And what concord hath Christ with Belial? or what part hath he that believeth with an infidel?,TRUE
47006016,"And what agreement hath the temple of God with idols? for ye are the temple of the living God; as God hath said, I will dwell in them, and walk in them; and I will be their God, and they shall be my people.",TRUE
47006017,"Wherefore come out from among them, and be ye separate, saith the Lord, and touch not the unclean thing; and I will receive you.",TRUE
47006018,"And will be a Father unto you, and ye shall be my sons and daughters, saith the Lord Almighty.",TRUE
47007001,"Having therefore these promises, dearly beloved, let us cleanse ourselves from all filthiness of the flesh and spirit, perfecting holiness in the fear of God.",TRUE
47007002,"Receive us; we have wronged no man, we have corrupted no man, we have defrauded no man.",TRUE
47007003,"I speak not this to condemn you: for I have said before, that ye are in our hearts to die and live with you.",TRUE
47007004,"Great is my boldness of speech toward you, great is my glorying of you: I am filled with comfort, I am exceeding joyful in all our tribulation.",TRUE
47007005,"For, when we were come into Macedonia, our flesh had no rest, but we were troubled on every side; without were fightings, within were fears.",TRUE
47007006,"Nevertheless God, that comforteth those that are cast down, comforted us by the coming of Titus;",TRUE
47007007,"And not by his coming only, but by the consolation wherewith he was comforted in you, when he told us your earnest desire, your mourning, your fervent mind toward me; so that I rejoiced the more.",TRUE
47007008,"For though I made you sorry with a letter, I do not repent, though I did repent: for I perceive that the same epistle hath made you sorry, though it were but for a season.",TRUE
47007009,"Now I rejoice, not that ye were made sorry, but that ye sorrowed to repentance: for ye were made sorry after a godly manner, that ye might receive damage by us in nothing.",TRUE
47007010,For godly sorrow worketh repentance to salvation not to be repented of: but the sorrow of the world worketh death.,TRUE
47007011,"For behold this selfsame thing, that ye sorrowed after a godly sort, what carefulness it wrought in you, yea, what clearing of yourselves, yea, what indignation, yea, what fear, yea, what vehement desire, yea, what zeal, yea, what revenge! In all things ye have approved yourselves to be clear in this matter.",TRUE
47007012,"Wherefore, though I wrote unto you, I did it not for his cause that had done the wrong, nor for his cause that suffered wrong, but that our care for you in the sight of God might appear unto you.",TRUE
47007013,"Therefore we were comforted in your comfort: yea, and exceedingly the more joyed we for the joy of Titus, because his spirit was refreshed by you all.",TRUE
47007014,"For if I have boasted any thing to him of you, I am not ashamed; but as we spake all things to you in truth, even so our boasting, which I made before Titus, is found a truth.",TRUE
47007015,"And his inward affection is more abundant toward you, whilst he remembereth the obedience of you all, how with fear and trembling ye received him.",TRUE
47007016,I rejoice therefore that I have confidence in you in all things.,TRUE
47008001,"Moreover, brethren, we do you to wit of the grace of God bestowed on the churches of Macedonia;",TRUE
47008002,How that in a great trial of affliction the abundance of their joy and their deep poverty abounded unto the riches of their liberality.,TRUE
47008003,"For to their power, I bear record, yea, and beyond their power they were willing of themselves;",TRUE
47008004,"Praying us with much intreaty that we would receive the gift, and take upon us the fellowship of the ministering to the saints.",TRUE
47008005,"And this they did, not as we hoped, but first gave their own selves to the Lord, and unto us by the will of God.",TRUE
47008006,"Insomuch that we desired Titus, that as he had begun, so he would also finish in you the same grace also.",TRUE
47008007,"Therefore, as ye abound in every thing, in faith, and utterance, and knowledge, and in all diligence, and in your love to us, see that ye abound in this grace also.",TRUE
47008008,"I speak not by commandment, but by occasion of the forwardness of others, and to prove the sincerity of your love.",TRUE
47008009,"For ye know the grace of our Lord Jesus Christ, that, though he was rich, yet for your sakes he became poor, that ye through his poverty might be rich.",TRUE
47008010,"And herein I give my advice: for this is expedient for you, who have begun before, not only to do, but also to be forward a year ago.",TRUE
47008011,"Now therefore perform the doing of it; that as there was a readiness to will, so there may be a performance also out of that which ye have.",TRUE
47008012,"For if there be first a willing mind, it is accepted according to that a man hath, and not according to that he hath not.",TRUE
47008013,"For I mean not that other men be eased, and ye burdened:",TRUE
47008014,"But by an equality, that now at this time your abundance may be a supply for their want, that their abundance also may be a supply for your want: that there may be equality:",TRUE
47008015,"As it is written, He that had gathered much had nothing over; and he that had gathered little had no lack.",TRUE
47008016,"But thanks be to God, which put the same earnest care into the heart of Titus for you.",TRUE
47008017,"For indeed he accepted the exhortation; but being more forward, of his own accord he went unto you.",TRUE
47008018,"And we have sent with him the brother, whose praise is in the gospel throughout all the churches;",TRUE
47008019,"And not that only, but who was also chosen of the churches to travel with us with this grace, which is administered by us to the glory of the same Lord, and declaration of your ready mind:",TRUE
47008020,"Avoiding this, that no man should blame us in this abundance which is administered by us:",TRUE
47008021,"Providing for honest things, not only in the sight of the Lord, but also in the sight of men.",TRUE
47008022,"And we have sent with them our brother, whom we have oftentimes proved diligent in many things, but now much more diligent, upon the great confidence which I have in you.",TRUE
47008023,"Whether any do enquire of Titus, he is my partner and fellowhelper concerning you: or our brethren be enquired of, they are the messengers of the churches, and the glory of Christ.",TRUE
47008024,"Wherefore shew ye to them, and before the churches, the proof of your love, and of our boasting on your behalf.",TRUE
47009001,"For as touching the ministering to the saints, it is superfluous for me to write to you:",TRUE
47009002,"For I know the forwardness of your mind, for which I boast of you to them of Macedonia, that Achaia was ready a year ago; and your zeal hath provoked very many.",TRUE
47009003,"Yet have I sent the brethren, lest our boasting of you should be in vain in this behalf; that, as I said, ye may be ready:",TRUE
47009004,"Lest haply if they of Macedonia come with me, and find you unprepared, we (that we say not, ye) should be ashamed in this same confident boasting.",TRUE
47009005,"Therefore I thought it necessary to exhort the brethren, that they would go before unto you, and make up beforehand your bounty, whereof ye had notice before, that the same might be ready, as a matter of bounty, and not as of covetousness.",TRUE
