id,book,chapter,verse,document_text,authentic
51004016,Colossians,4,16,"And when this epistle is read among you, cause that it be read also in the church of the Laodiceans; and that ye likewise read the epistle from Laodicea.",0.931845963
51004017,Colossians,4,17,"And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.",0.676213443
51004018,Colossians,4,18,The salutation by the hand of me Paul. Remember my bonds. Grace be with you. Amen.,0.60948503
53001001,2 Thessalonians,1,1,"Paul, and Silvanus, and Timotheus, unto the church of the Thessalonians in God our Father and the Lord Jesus Christ:",0.23137033
53001002,2 Thessalonians,1,2,"Grace unto you, and peace, from God our Father and the Lord Jesus Christ.",0.593758464
53001003,2 Thessalonians,1,3,"We are bound to thank God always for you, brethren, as it is meet, because that your faith groweth exceedingly, and the charity of every one of you all toward each other aboundeth;",0.940825939
53001004,2 Thessalonians,1,4,So that we ourselves glory in you in the churches of God for your patience and faith in all your persecutions and tribulations that ye endure:,0.999596179
53001005,2 Thessalonians,1,5,"Which is a manifest token of the righteous judgment of God, that ye may be counted worthy of the kingdom of God, for which ye also suffer:",0.989754975
53001006,2 Thessalonians,1,6,Seeing it is a righteous thing with God to recompense tribulation to them that trouble you;,0.665409684
53001007,2 Thessalonians,1,7,"And to you who are troubled rest with us, when the Lord Jesus shall be revealed from heaven with his mighty angels,",0.162675053
53001008,2 Thessalonians,1,8,"In flaming fire taking vengeance on them that know not God, and that obey not the gospel of our Lord Jesus Christ:",0.006784989
53001009,2 Thessalonians,1,9,"Who shall be punished with everlasting destruction from the presence of the Lord, and from the glory of his power;",0.020255191
53001010,2 Thessalonians,1,10,"When he shall come to be glorified in his saints, and to be admired in all them that believe (because our testimony among you was believed) in that day.",0.020233417
53001011,2 Thessalonians,1,11,"Wherefore also we pray always for you, that our God would count you worthy of this calling, and fulfil all the good pleasure of his goodness, and the work of faith with power:",0.759712636
53001012,2 Thessalonians,1,12,"That the name of our Lord Jesus Christ may be glorified in you, and ye in him, according to the grace of our God and the Lord Jesus Christ.",0.05107677
53002001,2 Thessalonians,2,1,"Now we beseech you, brethren, by the coming of our Lord Jesus Christ, and by our gathering together unto him,",0.999331772
53002002,2 Thessalonians,2,2,"That ye be not soon shaken in mind, or be troubled, neither by spirit, nor by word, nor by letter as from us, as that the day of Christ is at hand.",0.853646576
53002003,2 Thessalonians,2,3,"Let no man deceive you by any means: for that day shall not come, except there come a falling away first, and that man of sin be revealed, the son of perdition;",0.012814655
53002004,2 Thessalonians,2,4,"Who opposeth and exalteth himself above all that is called God, or that is worshipped; so that he as God sitteth in the temple of God, shewing himself that he is God.",0.22613889
53002005,2 Thessalonians,2,5,"Remember ye not, that, when I was yet with you, I told you these things?",0.568133116
53002006,2 Thessalonians,2,6,And now ye know what withholdeth that he might be revealed in his time.,0.440340072
53002007,2 Thessalonians,2,7,"For the mystery of iniquity doth already work: only he who now letteth will let, until he be taken out of the way.",0.96502322
53002008,2 Thessalonians,2,8,"And then shall that Wicked be revealed, whom the Lord shall consume with the spirit of his mouth, and shall destroy with the brightness of his coming:",0.054289151
53002009,2 Thessalonians,2,9,"Even him, whose coming is after the working of Satan with all power and signs and lying wonders,",0.149739981
53002010,2 Thessalonians,2,10,"And with all deceivableness of unrighteousness in them that perish; because they received not the love of the truth, that they might be saved.",0.00333839
53002011,2 Thessalonians,2,11,"And for this cause God shall send them strong delusion, that they should believe a lie:",0.050595582
53002012,2 Thessalonians,2,12,"That they all might be damned who believed not the truth, but had pleasure in unrighteousness.",0.785631299
53002013,2 Thessalonians,2,13,"But we are bound to give thanks alway to God for you, brethren beloved of the Lord, because God hath from the beginning chosen you to salvation through sanctification of the Spirit and belief of the truth:",0.762617111
53002014,2 Thessalonians,2,14,"Whereunto he called you by our gospel, to the obtaining of the glory of our Lord Jesus Christ.",0.72764945
53002015,2 Thessalonians,2,15,"Therefore, brethren, stand fast, and hold the traditions which ye have been taught, whether by word, or our epistle.",0.110180527
53002016,2 Thessalonians,2,16,"Now our Lord Jesus Christ himself, and God, even our Father, which hath loved us, and hath given us everlasting consolation and good hope through grace,",0.206290081
53002017,2 Thessalonians,2,17,"Comfort your hearts, and stablish you in every good word and work.",0.007996913
53003001,2 Thessalonians,3,1,"Finally, brethren, pray for us, that the word of the Lord may have free course, and be glorified, even as it is with you:",0.832474232
53003002,2 Thessalonians,3,2,And that we may be delivered from unreasonable and wicked men: for all men have not faith.,0.962215483
53003003,2 Thessalonians,3,3,"But the Lord is faithful, who shall stablish you, and keep you from evil.",0.925065815
53003004,2 Thessalonians,3,4,"And we have confidence in the Lord touching you, that ye both do and will do the things which we command you.",0.994976819
53003005,2 Thessalonians,3,5,"And the Lord direct your hearts into the love of God, and into the patient waiting for Christ.",0.913772225
53003006,2 Thessalonians,3,6,"Now we command you, brethren, in the name of our Lord Jesus Christ, that ye withdraw yourselves from every brother that walketh disorderly, and not after the tradition which he received of us.",0.989269316
53003007,2 Thessalonians,3,7,For yourselves know how ye ought to follow us: for we behaved not ourselves disorderly among you;,0.994874299
53003008,2 Thessalonians,3,8,"Neither did we eat any man's bread for nought; but wrought with labour and travail night and day, that we might not be chargeable to any of you:",0.999057472
53003009,2 Thessalonians,3,9,"Not because we have not power, but to make ourselves an ensample unto you to follow us.",0.99401021
53003010,2 Thessalonians,3,10,"For even when we were with you, this we commanded you, that if any would not work, neither should he eat.",0.992292404
53003011,2 Thessalonians,3,11,"For we hear that there are some which walk among you disorderly, working not at all, but are busybodies.",0.928345919
53003012,2 Thessalonians,3,12,"Now them that are such we command and exhort by our Lord Jesus Christ, that with quietness they work, and eat their own bread.",0.367723525
53003013,2 Thessalonians,3,13,"But ye, brethren, be not weary in well doing.",0.680564284
53003014,2 Thessalonians,3,14,"And if any man obey not our word by this epistle, note that man, and have no company with him, that he may be ashamed.",0.122934803
53003015,2 Thessalonians,3,15,"Yet count him not as an enemy, but admonish him as a brother.",0.919201612
53003016,2 Thessalonians,3,16,Now the Lord of peace himself give you peace always by all means. The Lord be with you all.,0.999752223
53003017,2 Thessalonians,3,17,"The salutation of Paul with mine own hand, which is the token in every epistle: so I write.",0.99028033
53003018,2 Thessalonians,3,18,The grace of our Lord Jesus Christ be with you all. Amen.,0.999487638
